n_F35,n_V22,n_AV8B,n_SH60,perc,w_fuel,w_veh
0,4,2,14,-0.328349654,1335.246185,186.3
0,4,2,15,-0.230811649,1368.443447,194.35
0,4,2,16,-0.133273645,1401.640708,202.4
0,4,2,17,-0.03573564,1434.83797,210.45
0,4,2,18,0.061802364,1468.035231,218.5
0,4,2,19,0.159340369,1501.232493,226.55
0,4,2,20,0.256878373,1534.429754,234.6
0,4,2,21,0.354416378,1567.627016,242.65
0,4,2,22,0.451954382,1600.824277,250.7
0,4,3,10,-0.407741851,1327.132495,160.84
0,4,3,11,-0.310203847,1360.329757,168.89
0,4,3,12,-0.212665842,1393.527018,176.94
0,4,3,13,-0.115127838,1426.72428,184.99
0,4,3,14,-0.017589833,1459.921541,193.04
0,4,3,15,0.079948171,1493.118803,201.09
0,4,3,16,0.177486176,1526.316064,209.14
0,4,3,17,0.27502418,1559.513326,217.19
0,4,3,18,0.372562185,1592.710587,225.24
0,4,3,19,0.470100189,1625.907849,233.29
0,4,4,6,-0.487134049,1319.018805,135.38
0,4,4,7,-0.389596044,1352.216067,143.43
0,4,4,8,-0.29205804,1385.413328,151.48
0,4,4,9,-0.194520035,1418.61059,159.53
0,4,4,10,-0.096982031,1451.807851,167.58
0,4,4,11,0.000555974,1485.005113,175.63
0,4,4,12,0.098093978,1518.202374,183.68
0,4,4,13,0.195631983,1551.399636,191.73
0,4,4,14,0.293169988,1584.596897,199.78
0,4,4,15,0.390707992,1617.794159,207.83
0,4,4,16,0.488245997,1650.99142,215.88
0,4,5,3,-0.468988241,1344.102377,117.97
0,4,5,4,-0.371450237,1377.299638,126.02
0,4,5,5,-0.273912232,1410.4969,134.07
0,4,5,6,-0.176374228,1443.694161,142.12
0,4,5,7,-0.078836223,1476.891423,150.17
0,4,5,8,0.018701781,1510.088684,158.22
0,4,5,9,0.116239786,1543.285946,166.27
0,4,5,10,0.21377779,1576.483207,174.32
0,4,5,11,0.311315795,1609.680469,182.37
0,4,5,12,0.408853799,1642.87773,190.42
0,4,6,0,-0.450842434,1369.185948,100.56
0,4,6,1,-0.35330443,1402.38321,108.61
0,4,6,2,-0.255766425,1435.580471,116.66
0,4,6,3,-0.158228421,1468.777733,124.71
0,4,6,4,-0.060690416,1501.974994,132.76
0,4,6,5,0.036847588,1535.172256,140.81
0,4,6,6,0.134385593,1568.369517,148.86
0,4,6,7,0.231923597,1601.566779,156.91
0,4,6,8,0.329461602,1634.76404,164.96
0,4,6,9,0.426999606,1667.961302,173.01
0,4,7,0,-0.140082614,1493.861304,107.3
0,4,7,1,-0.042544609,1527.058566,115.35
0,4,7,2,0.054993395,1560.255827,123.4
0,4,7,3,0.1525314,1593.453089,131.45
0,4,7,4,0.250069404,1626.65035,139.5
0,4,7,5,0.347607409,1659.847612,147.55
0,4,7,6,0.445145413,1693.044873,155.6
0,4,8,0,0.170677207,1618.53666,114.04
0,4,8,1,0.268215212,1651.733922,122.09
0,4,8,2,0.365753216,1684.931183,130.14
0,4,8,3,0.463291221,1718.128445,138.19
0,4,9,0,0.481437028,1743.212016,120.78
0,5,0,15,-0.449588569,1274.376188,195.9
0,5,0,16,-0.352050565,1307.573449,203.95
0,5,0,17,-0.25451256,1340.770711,212
0,5,0,18,-0.156974556,1373.967972,220.05
0,5,0,19,-0.059436551,1407.165233,228.1
0,5,0,20,0.038101453,1440.362495,236.15
0,5,0,21,0.135639458,1473.559757,244.2
0,5,0,22,0.233177462,1506.757018,252.25
0,5,0,23,0.330715467,1539.95428,260.3
0,5,0,24,0.428253471,1573.151541,268.35
0,5,1,12,-0.431442762,1299.459759,178.49
0,5,1,13,-0.333904758,1332.657021,186.54
0,5,1,14,-0.236366753,1365.854282,194.59
0,5,1,15,-0.138828749,1399.051544,202.64
0,5,1,16,-0.041290744,1432.248805,210.69
0,5,1,17,0.05624726,1465.446067,218.74
0,5,1,18,0.153785265,1498.643328,226.79
0,5,1,19,0.25132327,1531.84059,234.84
0,5,1,20,0.348861274,1565.037851,242.89
0,5,1,21,0.446399279,1598.235113,250.94
0,5,2,9,-0.413296955,1324.543331,161.08
0,5,2,10,-0.31575895,1357.740592,169.13
0,5,2,11,-0.218220946,1390.937854,177.18
0,5,2,12,-0.120682941,1424.135115,185.23
0,5,2,13,-0.023144937,1457.332377,193.28
0,5,2,14,0.074393068,1490.529638,201.33
0,5,2,15,0.171931072,1523.7269,209.38
0,5,2,16,0.269469077,1556.924161,217.43
0,5,2,17,0.367007081,1590.121423,225.48
0,5,2,18,0.464545086,1623.318684,233.53
0,5,3,5,-0.492689152,1316.429641,135.62
0,5,3,6,-0.395151148,1349.626902,143.67
0,5,3,7,-0.297613143,1382.824164,151.72
0,5,3,8,-0.200075139,1416.021425,159.77
0,5,3,9,-0.102537134,1449.218686,167.82
0,5,3,10,-0.00499913,1482.415948,175.87
0,5,3,11,0.092538875,1515.61321,183.92
0,5,3,12,0.190076879,1548.810471,191.97
0,5,3,13,0.287614884,1582.007733,200.02
0,5,3,14,0.385152888,1615.204994,208.07
0,5,3,15,0.482690893,1648.402256,216.12
0,5,4,2,-0.474543345,1341.513212,118.21
0,5,4,3,-0.377005341,1374.710474,126.26
0,5,4,4,-0.279467336,1407.907735,134.31
0,5,4,5,-0.181929332,1441.104997,142.36
0,5,4,6,-0.084391327,1474.302258,150.41
0,5,4,7,0.013146677,1507.49952,158.46
0,5,4,8,0.110684682,1540.696781,166.51
0,5,4,9,0.208222686,1573.894043,174.56
0,5,4,10,0.305760691,1607.091304,182.61
0,5,4,11,0.403298695,1640.288566,190.66
0,5,5,0,-0.358859534,1399.794045,108.85
0,5,5,1,-0.261321529,1432.991307,116.9
0,5,5,2,-0.163783525,1466.188568,124.95
0,5,5,3,-0.06624552,1499.38583,133
0,5,5,4,0.031292484,1532.583091,141.05
0,5,5,5,0.128830489,1565.780353,149.1
0,5,5,6,0.226368493,1598.977614,157.15
0,5,5,7,0.323906498,1632.174876,165.2
0,5,5,8,0.421444503,1665.372137,173.25
0,5,6,0,-0.048099713,1524.469401,115.59
0,5,6,1,0.049438292,1557.666663,123.64
0,5,6,2,0.146976296,1590.863924,131.69
0,5,6,3,0.244514301,1624.061186,139.74
0,5,6,4,0.342052305,1657.258447,147.79
0,5,6,5,0.43959031,1690.455709,155.84
0,5,7,0,0.262660108,1649.144757,122.33
0,5,7,1,0.360198112,1682.342019,130.38
0,5,7,2,0.457736117,1715.53928,138.43
0,6,0,11,-0.436997866,1296.870595,178.73
0,6,0,12,-0.339459861,1330.067856,186.78
0,6,0,13,-0.241921857,1363.265118,194.83
0,6,0,14,-0.144383852,1396.462379,202.88
0,6,0,15,-0.046845848,1429.659641,210.93
0,6,0,16,0.050692157,1462.856902,218.98
0,6,0,17,0.148230161,1496.054164,227.03
0,6,0,18,0.245768166,1529.251425,235.08
0,6,0,19,0.34330617,1562.448687,243.13
0,6,0,20,0.440844175,1595.645948,251.18
0,6,1,8,-0.418852059,1321.954166,161.32
0,6,1,9,-0.321314054,1355.151428,169.37
0,6,1,10,-0.22377605,1388.348689,177.42
0,6,1,11,-0.126238045,1421.545951,185.47
0,6,1,12,-0.028700041,1454.743212,193.52
0,6,1,13,0.068837964,1487.940474,201.57
0,6,1,14,0.166375968,1521.137735,209.62
0,6,1,15,0.263913973,1554.334997,217.67
0,6,1,16,0.361451977,1587.532258,225.72
0,6,1,17,0.458989982,1620.72952,233.77
0,6,2,4,-0.498244256,1313.840476,135.86
0,6,2,5,-0.400706252,1347.037738,143.91
0,6,2,6,-0.303168247,1380.234999,151.96
0,6,2,7,-0.205630243,1413.432261,160.01
0,6,2,8,-0.108092238,1446.629522,168.06
0,6,2,9,-0.010554234,1479.826784,176.11
0,6,2,10,0.086983771,1513.024045,184.16
0,6,2,11,0.184521775,1546.221307,192.21
0,6,2,12,0.28205978,1579.418568,200.26
0,6,2,13,0.379597784,1612.61583,208.31
0,6,2,14,0.477135789,1645.813091,216.36
0,6,3,1,-0.480098449,1338.924048,118.45
0,6,3,2,-0.382560444,1372.121309,126.5
0,6,3,3,-0.28502244,1405.318571,134.55
0,6,3,4,-0.187484435,1438.515832,142.6
0,6,3,5,-0.089946431,1471.713094,150.65
0,6,3,6,0.007591574,1504.910355,158.7
0,6,3,7,0.105129578,1538.107617,166.75
0,6,3,8,0.202667583,1571.304878,174.8
0,6,3,9,0.300205587,1604.50214,182.85
0,6,3,10,0.397743592,1637.699401,190.9
0,6,3,11,0.495281596,1670.896663,198.95
0,6,4,0,-0.266876633,1430.402142,117.14
0,6,4,1,-0.169338628,1463.599404,125.19
0,6,4,2,-0.071800624,1496.796665,133.24
0,6,4,3,0.025737381,1529.993927,141.29
0,6,4,4,0.123275385,1563.191188,149.34
0,6,4,5,0.22081339,1596.38845,157.39
0,6,4,6,0.318351394,1629.585711,165.44
0,6,4,7,0.415889399,1662.782973,173.49
0,6,5,0,0.043883188,1555.077498,123.88
0,6,5,1,0.141421192,1588.27476,131.93
0,6,5,2,0.238959197,1621.472021,139.98
0,6,5,3,0.336497201,1654.669283,148.03
0,6,5,4,0.434035206,1687.866544,156.08
0,6,6,0,0.354643008,1679.752854,130.62
0,6,6,1,0.452181013,1712.950116,138.67
0,7,0,7,-0.424407162,1319.365002,161.56
0,7,0,8,-0.326869158,1352.562263,169.61
0,7,0,9,-0.229331153,1385.759525,177.66
0,7,0,10,-0.131793149,1418.956786,185.71
0,7,0,11,-0.034255144,1452.154048,193.76
0,7,0,12,0.06328286,1485.351309,201.81
0,7,0,13,0.160820865,1518.548571,209.86
0,7,0,14,0.258358869,1551.745832,217.91
0,7,0,15,0.355896874,1584.943094,225.96
0,7,0,16,0.453434878,1618.140355,234.01
0,7,1,4,-0.406261355,1344.448573,144.15
0,7,1,5,-0.308723351,1377.645835,152.2
0,7,1,6,-0.211185346,1410.843096,160.25
0,7,1,7,-0.113647342,1444.040358,168.3
0,7,1,8,-0.016109337,1477.237619,176.35
0,7,1,9,0.081428667,1510.434881,184.4
0,7,1,10,0.178966672,1543.632142,192.45
0,7,1,11,0.276504676,1576.829404,200.5
0,7,1,12,0.374042681,1610.026665,208.55
0,7,1,13,0.471580685,1643.223927,216.6
0,7,2,0,-0.485653553,1336.334883,118.69
0,7,2,1,-0.388115548,1369.532145,126.74
0,7,2,2,-0.290577544,1402.729406,134.79
0,7,2,3,-0.193039539,1435.926668,142.84
0,7,2,4,-0.095501535,1469.123929,150.89
0,7,2,5,0.00203647,1502.321191,158.94
0,7,2,6,0.099574474,1535.518452,166.99
0,7,2,7,0.197112479,1568.715714,175.04
0,7,2,8,0.294650483,1601.912975,183.09
0,7,2,9,0.392188488,1635.110237,191.14
0,7,2,10,0.489726492,1668.307498,199.19
0,7,3,0,-0.174893732,1461.010239,125.43
0,7,3,1,-0.077355728,1494.207501,133.48
0,7,3,2,0.020182277,1527.404762,141.53
0,7,3,3,0.117720281,1560.602024,149.58
0,7,3,4,0.215258286,1593.799285,157.63
0,7,3,5,0.31279629,1626.996547,165.68
0,7,3,6,0.410334295,1660.193808,173.73
0,7,4,0,0.135866089,1585.685595,132.17
0,7,4,1,0.233404093,1618.882857,140.22
0,7,4,2,0.330942098,1652.080118,148.27
0,7,4,3,0.428480102,1685.27738,156.32
0,7,5,0,0.446625909,1710.360951,138.91
0,8,0,3,-0.411816459,1341.859409,144.39
0,8,0,4,-0.314278455,1375.05667,152.44
0,8,0,5,-0.21674045,1408.253932,160.49
0,8,0,6,-0.119202446,1441.451193,168.54
0,8,0,7,-0.021664441,1474.648455,176.59
0,8,0,8,0.075873563,1507.845716,184.64
0,8,0,9,0.173411568,1541.042978,192.69
0,8,0,10,0.270949572,1574.240239,200.74
0,8,0,11,0.368487577,1607.437501,208.79
0,8,0,12,0.466025581,1640.634762,216.84
0,8,1,0,-0.393670652,1366.94298,126.98
0,8,1,1,-0.296132647,1400.140242,135.03
0,8,1,2,-0.198594643,1433.337503,143.08
0,8,1,3,-0.101056638,1466.534765,151.13
0,8,1,4,-0.003518634,1499.732026,159.18
0,8,1,5,0.094019371,1532.929288,167.23
0,8,1,6,0.191557375,1566.126549,175.28
0,8,1,7,0.28909538,1599.323811,183.33
0,8,1,8,0.386633384,1632.521072,191.38
0,8,1,9,0.484171389,1665.718334,199.43
0,8,2,0,-0.082910831,1491.618336,133.72
0,8,2,1,0.014627173,1524.815598,141.77
0,8,2,2,0.112165178,1558.012859,149.82
0,8,2,3,0.209703182,1591.210121,157.87
0,8,2,4,0.307241187,1624.407382,165.92
0,8,2,5,0.404779191,1657.604644,173.97
0,8,3,0,0.227848989,1616.293692,140.46
0,8,3,1,0.325386994,1649.490954,148.51
0,8,3,2,0.422924998,1682.688215,156.56
0,9,0,0,-0.301687751,1397.551077,135.27
0,9,0,1,-0.204149747,1430.748339,143.32
0,9,0,2,-0.106611742,1463.9456,151.37
0,9,0,3,-0.009073738,1497.142862,159.42
0,9,0,4,0.088464267,1530.340123,167.47
0,9,0,5,0.186002271,1563.537385,175.52
0,9,0,6,0.283540276,1596.734646,183.57
0,9,0,7,0.38107828,1629.931908,191.62
0,9,0,8,0.478616285,1663.129169,199.67
0,9,1,0,0.009072069,1522.226433,142.01
0,9,1,1,0.106610074,1555.423695,150.06
0,9,1,2,0.204148078,1588.620956,158.11
0,9,1,3,0.301686083,1621.818218,166.16
0,9,1,4,0.399224087,1655.015479,174.21
0,9,1,5,0.496762092,1688.21274,182.26
0,9,2,0,0.31983189,1646.901789,148.75
0,9,2,1,0.417369895,1680.099051,156.8
0,10,0,0,0.10105497,1552.83453,150.3
0,10,0,1,0.198592975,1586.031792,158.35
0,10,0,2,0.296130979,1619.229053,166.4
0,10,0,3,0.393668984,1652.426315,174.45
0,10,0,4,0.491206988,1685.623576,182.5
0,10,1,0,0.411814791,1677.509886,157.04
1,0,0,28,-0.482947675,1217.469156,238.7
1,0,0,29,-0.38540967,1250.666417,246.75
1,0,0,30,-0.287871666,1283.863679,254.8
1,0,0,31,-0.190333661,1317.06094,262.85
1,0,0,32,-0.092795657,1350.258202,270.9
1,0,0,33,0.004742348,1383.455463,278.95
1,0,0,34,0.102280352,1416.652725,287
1,0,0,35,0.199818357,1449.849986,295.05
1,0,0,36,0.297356361,1483.047248,303.1
1,0,0,37,0.394894366,1516.244509,311.15
1,0,0,38,0.49243237,1549.441771,319.2
1,0,1,25,-0.464801868,1242.552727,221.29
1,0,1,26,-0.367263863,1275.749989,229.34
1,0,1,27,-0.269725859,1308.94725,237.39
1,0,1,28,-0.172187854,1342.144512,245.44
1,0,1,29,-0.07464985,1375.341773,253.49
1,0,1,30,0.022888155,1408.539035,261.54
1,0,1,31,0.120426159,1441.736296,269.59
1,0,1,32,0.217964164,1474.933558,277.64
1,0,1,33,0.315502168,1508.130819,285.69
1,0,1,34,0.413040173,1541.328081,293.74
1,0,2,22,-0.446656061,1267.636299,203.88
1,0,2,23,-0.349118056,1300.83356,211.93
1,0,2,24,-0.251580052,1334.030822,219.98
1,0,2,25,-0.154042047,1367.228083,228.03
1,0,2,26,-0.056504042,1400.425345,236.08
1,0,2,27,0.041033962,1433.622606,244.13
1,0,2,28,0.138571967,1466.819868,252.18
1,0,2,29,0.236109971,1500.017129,260.23
1,0,2,30,0.333647976,1533.214391,268.28
1,0,2,31,0.43118598,1566.411652,276.33
1,0,3,19,-0.428510253,1292.71987,186.47
1,0,3,20,-0.330972249,1325.917132,194.52
1,0,3,21,-0.233434244,1359.114393,202.57
1,0,3,22,-0.13589624,1392.311654,210.62
1,0,3,23,-0.038358235,1425.508916,218.67
1,0,3,24,0.059179769,1458.706178,226.72
1,0,3,25,0.156717774,1491.903439,234.77
1,0,3,26,0.254255778,1525.100701,242.82
1,0,3,27,0.351793783,1558.297962,250.87
1,0,3,28,0.449331787,1591.495224,258.92
1,0,4,16,-0.410364446,1317.803442,169.06
1,0,4,17,-0.312826442,1351.000703,177.11
1,0,4,18,-0.215288437,1384.197965,185.16
1,0,4,19,-0.117750433,1417.395226,193.21
1,0,4,20,-0.020212428,1450.592488,201.26
1,0,4,21,0.077325576,1483.789749,209.31
1,0,4,22,0.174863581,1516.987011,217.36
1,0,4,23,0.272401585,1550.184272,225.41
1,0,4,24,0.36993959,1583.381534,233.46
1,0,4,25,0.467477594,1616.578795,241.51
1,0,5,12,-0.489756644,1309.689751,143.6
1,0,5,13,-0.392218639,1342.887013,151.65
1,0,5,14,-0.294680635,1376.084275,159.7
1,0,5,15,-0.19714263,1409.281536,167.75
1,0,5,16,-0.099604626,1442.478798,175.8
1,0,5,17,-0.002066621,1475.676059,183.85
1,0,5,18,0.095471383,1508.873321,191.9
1,0,5,19,0.193009388,1542.070582,199.95
1,0,5,20,0.290547392,1575.267843,208
1,0,5,21,0.388085397,1608.465105,216.05
1,0,5,22,0.485623401,1641.662367,224.1
1,0,6,9,-0.471610837,1334.773323,126.19
1,0,6,10,-0.374072832,1367.970585,134.24
1,0,6,11,-0.276534828,1401.167846,142.29
1,0,6,12,-0.178996823,1434.365108,150.34
1,0,6,13,-0.081458818,1467.562369,158.39
1,0,6,14,0.016079186,1500.759631,166.44
1,0,6,15,0.113617191,1533.956892,174.49
1,0,6,16,0.211155195,1567.154154,182.54
1,0,6,17,0.3086932,1600.351415,190.59
1,0,6,18,0.406231204,1633.548677,198.64
1,0,7,6,-0.453465029,1359.856895,108.78
1,0,7,7,-0.355927025,1393.054156,116.83
1,0,7,8,-0.25838902,1426.251418,124.88
1,0,7,9,-0.160851016,1459.448679,132.93
1,0,7,10,-0.063313011,1492.64594,140.98
1,0,7,11,0.034224993,1525.843202,149.03
1,0,7,12,0.131762998,1559.040464,157.08
1,0,7,13,0.229301002,1592.237725,165.13
1,0,7,14,0.326839007,1625.434987,173.18
1,0,7,15,0.424377011,1658.632248,181.23
1,0,8,3,-0.435319222,1384.940466,91.37
1,0,8,4,-0.337781218,1418.137728,99.42
1,0,8,5,-0.240243213,1451.334989,107.47
1,0,8,6,-0.142705209,1484.532251,115.52
1,0,8,7,-0.045167204,1517.729512,123.57
1,0,8,8,0.0523708,1550.926774,131.62
1,0,8,9,0.149908805,1584.124035,139.67
1,0,8,10,0.247446809,1617.321297,147.72
1,0,8,11,0.344984814,1650.518558,155.77
1,0,8,12,0.442522818,1683.71582,163.82
1,0,9,0,-0.417173415,1410.024038,73.96
1,0,9,1,-0.319635411,1443.221299,82.01
1,0,9,2,-0.222097406,1476.418561,90.06
1,0,9,3,-0.124559402,1509.615822,98.11
1,0,9,4,-0.027021397,1542.813084,106.16
1,0,9,5,0.070516607,1576.010345,114.21
1,0,9,6,0.168054612,1609.207607,122.26
1,0,9,7,0.265592616,1642.404868,130.31
1,0,9,8,0.363130621,1675.60213,138.36
1,0,9,9,0.460668625,1708.799391,146.41
1,0,10,0,-0.106413595,1534.699394,80.7
1,0,10,1,-0.00887559,1567.896655,88.75
1,0,10,2,0.088662415,1601.093917,96.8
1,0,10,3,0.186200419,1634.291178,104.85
1,0,10,4,0.283738424,1667.48844,112.9
1,0,10,5,0.381276428,1700.685701,120.95
1,0,10,6,0.478814433,1733.882963,129
1,0,11,0,0.204346226,1659.37475,87.44
1,0,11,1,0.301884231,1692.572011,95.49
1,0,11,2,0.399422235,1725.769273,103.54
1,0,11,3,0.49696024,1758.966534,111.59
1,1,0,24,-0.470356971,1239.963563,221.53
1,1,0,25,-0.372818967,1273.160824,229.58
1,1,0,26,-0.275280962,1306.358086,237.63
1,1,0,27,-0.177742958,1339.555347,245.68
1,1,0,28,-0.080204953,1372.752609,253.73
1,1,0,29,0.017333051,1405.94987,261.78
1,1,0,30,0.114871056,1439.147132,269.83
1,1,0,31,0.21240906,1472.344393,277.88
1,1,0,32,0.309947065,1505.541655,285.93
1,1,0,33,0.407485069,1538.738916,293.98
1,1,1,21,-0.452211164,1265.047134,204.12
1,1,1,22,-0.35467316,1298.244395,212.17
1,1,1,23,-0.257135155,1331.441657,220.22
1,1,1,24,-0.159597151,1364.638919,228.27
1,1,1,25,-0.062059146,1397.83618,236.32
1,1,1,26,0.035478858,1431.033442,244.37
1,1,1,27,0.133016863,1464.230703,252.42
1,1,1,28,0.230554867,1497.427965,260.47
1,1,1,29,0.328092872,1530.625226,268.52
1,1,1,30,0.425630876,1563.822488,276.57
1,1,2,18,-0.434065357,1290.130706,186.71
1,1,2,19,-0.336527353,1323.327967,194.76
1,1,2,20,-0.238989348,1356.525229,202.81
1,1,2,21,-0.141451344,1389.72249,210.86
1,1,2,22,-0.043913339,1422.919751,218.91
1,1,2,23,0.053624665,1456.117013,226.96
1,1,2,24,0.15116267,1489.314275,235.01
1,1,2,25,0.248700674,1522.511536,243.06
1,1,2,26,0.346238679,1555.708798,251.11
1,1,2,27,0.443776683,1588.906059,259.16
1,1,3,15,-0.41591955,1315.214277,169.3
1,1,3,16,-0.318381546,1348.411539,177.35
1,1,3,17,-0.220843541,1381.6088,185.4
1,1,3,18,-0.123305537,1414.806062,193.45
1,1,3,19,-0.025767532,1448.003323,201.5
1,1,3,20,0.071770473,1481.200585,209.55
1,1,3,21,0.169308477,1514.397846,217.6
1,1,3,22,0.266846482,1547.595108,225.65
1,1,3,23,0.364384486,1580.792369,233.7
1,1,3,24,0.461922491,1613.989631,241.75
1,1,4,11,-0.495311747,1307.100587,143.84
1,1,4,12,-0.397773743,1340.297848,151.89
1,1,4,13,-0.300235738,1373.49511,159.94
1,1,4,14,-0.202697734,1406.692372,167.99
1,1,4,15,-0.105159729,1439.889633,176.04
1,1,4,16,-0.007621725,1473.086895,184.09
1,1,4,17,0.08991628,1506.284156,192.14
1,1,4,18,0.187454284,1539.481418,200.19
1,1,4,19,0.284992289,1572.678679,208.24
1,1,4,20,0.382530293,1605.87594,216.29
1,1,4,21,0.480068298,1639.073202,224.34
1,1,5,8,-0.47716594,1332.184159,126.43
1,1,5,9,-0.379627936,1365.38142,134.48
1,1,5,10,-0.282089931,1398.578682,142.53
1,1,5,11,-0.184551927,1431.775943,150.58
1,1,5,12,-0.087013922,1464.973205,158.63
1,1,5,13,0.010524082,1498.170466,166.68
1,1,5,14,0.108062087,1531.367728,174.73
1,1,5,15,0.205600091,1564.564989,182.78
1,1,5,16,0.303138096,1597.762251,190.83
1,1,5,17,0.4006761,1630.959512,198.88
1,1,5,18,0.498214105,1664.156774,206.93
1,1,6,5,-0.459020133,1357.26773,109.02
1,1,6,6,-0.361482129,1390.464992,117.07
1,1,6,7,-0.263944124,1423.662253,125.12
1,1,6,8,-0.16640612,1456.859515,133.17
1,1,6,9,-0.068868115,1490.056776,141.22
1,1,6,10,0.028669889,1523.254037,149.27
1,1,6,11,0.126207894,1556.451299,157.32
1,1,6,12,0.223745898,1589.648561,165.37
1,1,6,13,0.321283903,1622.845822,173.42
1,1,6,14,0.418821907,1656.043084,181.47
1,1,7,2,-0.440874326,1382.351301,91.61
1,1,7,3,-0.343336322,1415.548563,99.66
1,1,7,4,-0.245798317,1448.745824,107.71
1,1,7,5,-0.148260313,1481.943086,115.76
1,1,7,6,-0.050722308,1515.140348,123.81
1,1,7,7,0.046815697,1548.337609,131.86
1,1,7,8,0.144353701,1581.534871,139.91
1,1,7,9,0.241891706,1614.732132,147.96
1,1,7,10,0.33942971,1647.929393,156.01
1,1,7,11,0.436967715,1681.126655,164.06
1,1,8,0,-0.325190514,1440.632135,82.25
1,1,8,1,-0.22765251,1473.829396,90.3
1,1,8,2,-0.130114505,1507.026658,98.35
1,1,8,3,-0.032576501,1540.223919,106.4
1,1,8,4,0.064961504,1573.421181,114.45
1,1,8,5,0.162499508,1606.618442,122.5
1,1,8,6,0.260037513,1639.815704,130.55
1,1,8,7,0.357575517,1673.012965,138.6
1,1,8,8,0.455113522,1706.210227,146.65
1,1,9,0,-0.014430694,1565.307491,88.99
1,1,9,1,0.083107311,1598.504752,97.04
1,1,9,2,0.180645315,1631.702014,105.09
1,1,9,3,0.27818332,1664.899275,113.14
1,1,9,4,0.375721324,1698.096537,121.19
1,1,9,5,0.473259329,1731.293798,129.24
1,1,10,0,0.296329127,1689.982847,95.73
